timestamp,open,high,low,close,volume
2024-11-22,324.05,333.75,324.05,333.75,0
2024-11-29,336.1,340.35,334.3,334.3,400
2024-12-06,328.1,332.55,324.3,324.3,1103
2024-12-13,324.3,330.95,315.1,330.95,800
2024-12-20,332.1,332.1,317.65,317.65,7
2024-12-27,317.65,325.3,317.65,325.3,702
2025-01-03,322.35,322.35,319.85,319.85,400
2025-01-10,327.15,337.1,327.15,336.65,800
2025-01-17,330.7,336.4,330.7,336.4,503
2025-01-24,336.4,341.05,336.4,336.75,0
2025-01-31,338.6,338.6,338.6,338.6,0
2025-02-07,325.8,337.4,323.5,337.4,3
2025-02-14,335.8,343.05,335.8,343.05,6
2025-02-21,343.05,356.5,343.05,352.3,7
2025-02-28,354.85,354.85,350.0,350.0,0
2025-03-07,336.4,342.95,336.4,342.95,251
2025-03-14,341.1,343.9,332.8,343.9,207
2025-03-21,348.0,356.5,348.0,356.5,1
2025-03-28,358.35,358.35,348.0,348.0,3
2025-04-04,348.0,348.0,334.3,334.3,300
2025-04-11,311.05,323.0,308.0,322.0,512
2025-04-18,323.05,329.5,323.05,327.1,600
2025-04-25,329.75,335.65,329.15,334.4,800
2025-05-02,338.25,340.65,338.25,339.65,200
2025-05-09,340.2,342.25,340.2,342.25,0
2025-05-16,342.5,352.5,342.5,352.2,3
2025-05-23,352.05,352.05,346.1,346.1,300
2025-05-30,346.85,365.35,346.85,365.35,0
2025-06-06,362.1,373.45,361.0,373.45,701
2025-06-13,385.7,393.25,385.7,386.65,5
2025-06-20,386.65,404.0,386.65,402.05,288
2025-06-27,408.15,420.0,408.15,420.0,406
2025-07-04,416.4,424.8,416.4,424.8,0
2025-07-11,413.5,428.5,413.5,428.45,507
2025-07-18,428.45,436.0,428.45,435.25,1
2025-07-25,435.0,438.1,432.2,437.7,276
2025-08-01,434.1,443.5,424.0,424.0,9
2025-08-08,424.0,434.9,424.0,432.8,309
2025-08-15,437.1,440.45,435.45,440.45,300
2025-08-22,439.25,439.25,427.3,428.7,29
2025-08-29,428.7,437.3,428.7,433.25,26
2025-09-05,433.9,434.55,426.45,434.55,450
2025-09-12,430.5,463.5,430.5,463.5,176
2025-09-19,466.7,478.6,463.8,478.6,215
2025-09-26,477.3,485.85,467.4,467.7,7
2025-10-03,467.7,483.8,467.7,483.8,0
2025-10-10,498.8,498.8,498.8,498.8,0
2025-10-17,511.9,530.0,500.95,530.0,130
2025-10-24,530.0,554.3,530.0,554.0,50
2025-10-31,560.0,580.65,559.6,580.65,3
2025-11-07,587.7,605.9,566.9,566.9,301
2025-11-14,566.9,598.3,566.9,598.3,0
2025-11-21,570.35,583.35,544.0,545.0,604
2025-11-28,570.0,570.0,544.2,559.0,409
2025-12-05,559.0,578.85,559.0,577.8,500
2025-12-12,582.0,594.7,582.0,589.2,18
2025-12-19,589.2,589.2,568.7,572.6,10
2025-12-26,577.4,594.0,577.4,591.5,4
2026-01-02,596.85,611.5,596.85,609.8,105
2026-01-09,635.8,678.95,635.8,678.95,224
2026-01-16,671.25,720.0,671.25,720.0,412
2026-01-23,720.0,733.7,717.3,733.7,700
2026-01-30,729.35,776.55,729.35,776.55,12
2026-02-06,733.7,802.0,733.7,770.45,228
2026-02-13,759.5,815.4,759.5,815.4,505
2026-02-20,826.1,852.9,826.1,852.9,0
2026-02-27,872.6,955.0,872.6,955.0,3
2026-03-06,955.0,955.0,780.0,843.2,8
2026-03-13,750.05,855.2,750.05,816.7,293
2026-03-20,818.2,887.5,818.2,887.5,506
2026-03-27,873.45,873.45,788.0,818.4,15
2026-04-03,775.05,810.0,763.55,810.0,723
2026-04-10,810.0,897.2,810.0,878.0,6
2026-04-17,868.0,951.75,868.0,951.6,326
2026-04-24,949.0,994.0,892.45,989.0,14
2026-05-01,989.0,1018.2,989.0,1018.2,800
2026-05-08,1011.25,1175.75,1011.25,1175.75,614
2026-05-15,1168.1,1261.7,1168.1,1261.7,603
2026-05-22,1187.95,1244.0,1140.5,1244.0,125
2026-05-29,1244.0,1364.1,1244.0,1364.1,619
2026-06-05,1400.0,1439.35,1400.0,1400.55,2029
2026-06-12,1316.0,1365.35,1215.0,1314.9,249
2026-06-19,1372.85,1547.05,1372.85,1494.05,1738
2026-06-26,1457.85,1520.1,1324.7,1394.75,145
2026-07-03,1356.5,1416.35,1220.9,1326.3,537
2026-07-10,1325.0,1334.5,1162.05,1226.6,100
2026-07-17,1211.95,1224.35,1041.1,1097.2,597
2026-07-24,1051.0,1159.3,1045.55,1071.25,375
2026-07-31,1074.95,1087.55,835.0,1050.05,408
2026-08-07,1020.0,1061.25,964.35,987.1,890
2026-08-14,988.0,1110.5,972.9,1105.8,2294
2026-08-21,1106.25,1149.85,1011.6,1102.8,6664
2026-08-28,1081.0,1110.0,1009.8,1070.4,2055
2026-09-04,1038.45,1080.95,1010.0,1058.95,6352
2026-09-11,1093.6,1140.6,1071.35,1088.3,222158
2026-09-18,1061.75,1067.35,1033.95,1039.8,198448
